Id,Title,Tags,Acceptance,Difficulty,Frequency,Link
1,Two Sum,"Array, Hash Table",45.7%,Easy,75.8167,https://leetcode.com/problems/two-sum
2,Add Two Numbers,"Linked List, Math",34.1%,Medium,10.0823,https://leetcode.com/problems/add-two-numbers
3,Longest Substring Without Repeating Characters,"Hash Table, Two Pointers, String, Sliding Window",30.5%,Medium,20.0748,https://leetcode.com/problems/longest-substring-without-repeating-characters
4,Median of Two Sorted Arrays,"Array, Binary Search, Divide and Conquer",29.8%,Hard,32.8365,https://leetcode.com/problems/median-of-two-sorted-arrays
5,Longest Palindromic Substring,"String, Dynamic Programming",29.6%,Medium,13.2254,https://leetcode.com/problems/longest-palindromic-substring
11,Container With Most Water,"Array, Two Pointers",51.1%,Medium,33.7336,https://leetcode.com/problems/container-with-most-water
15,3Sum,"Array, Two Pointers",27.0%,Medium,21.0216,https://leetcode.com/problems/3sum
17,Letter Combinations of a Phone Number,"String, Backtracking",47.1%,Medium,55.6339,https://leetcode.com/problems/letter-combinations-of-a-phone-number
20,Valid Parentheses,"String, Stack",39.1%,Easy,37.5905,https://leetcode.com/problems/valid-parentheses
21,Merge Two Sorted Lists,Linked List,53.9%,Easy,16.1285,https://leetcode.com/problems/merge-two-sorted-lists
22,Generate Parentheses,"String, Backtracking",63.1%,Medium,100.0,https://leetcode.com/problems/generate-parentheses
23,Merge k Sorted Lists,"Linked List, Divide and Conquer, Heap",40.6%,Hard,54.5926,https://leetcode.com/problems/merge-k-sorted-lists
33,Search in Rotated Sorted Array,"Array, Binary Search",34.7%,Medium,74.1768,https://leetcode.com/problems/search-in-rotated-sorted-array
39,Combination Sum,"Array, Backtracking",56.5%,Medium,19.9384,https://leetcode.com/problems/combination-sum
40,Combination Sum II,"Array, Backtracking",48.6%,Medium,15.5436,https://leetcode.com/problems/combination-sum-ii
41,First Missing Positive,Array,32.2%,Hard,16.1938,https://leetcode.com/problems/first-missing-positive
42,Trapping Rain Water,"Array, Two Pointers, Stack",49.2%,Hard,92.1396,https://leetcode.com/problems/trapping-rain-water
43,Multiply Strings,"Math, String",34.1%,Medium,3.71808,https://leetcode.com/problems/multiply-strings
46,Permutations,Backtracking,64.0%,Medium,9.88262,https://leetcode.com/problems/permutations
48,Rotate Image,Array,57.3%,Medium,4.03606,https://leetcode.com/problems/rotate-image
49,Group Anagrams,"Hash Table, String",57.3%,Medium,42.5018,https://leetcode.com/problems/group-anagrams
53,Maximum Subarray,"Array, Divide and Conquer, Dynamic Programming",46.7%,Easy,3.11402,https://leetcode.com/problems/maximum-subarray
54,Spiral Matrix,Array,34.3%,Medium,63.0657,https://leetcode.com/problems/spiral-matrix
56,Merge Intervals,"Array, Sort",39.5%,Medium,25.1001,https://leetcode.com/problems/merge-intervals
62,Unique Paths,"Array, Dynamic Programming",54.4%,Medium,22.181,https://leetcode.com/problems/unique-paths
75,Sort Colors,"Array, Two Pointers, Sort",47.6%,Medium,23.225,https://leetcode.com/problems/sort-colors
76,Minimum Window Substring,"Hash Table, Two Pointers, String, Sliding Window",34.9%,Hard,14.5867,https://leetcode.com/problems/minimum-window-substring
78,Subsets,"Array, Backtracking, Bit Manipulation",62.5%,Medium,16.9561,https://leetcode.com/problems/subsets
84,Largest Rectangle in Histogram,"Array, Stack",35.5%,Hard,6.06922,https://leetcode.com/problems/largest-rectangle-in-histogram
98,Validate Binary Search Tree,"Tree, Depth-first Search",27.9%,Medium,17.6704,https://leetcode.com/problems/validate-binary-search-tree
102,Binary Tree Level Order Traversal,"Tree, Breadth-first Search",54.9%,Medium,12.5813,https://leetcode.com/problems/binary-tree-level-order-traversal
103,Binary Tree Zigzag Level Order Traversal,"Stack, Tree, Breadth-first Search",48.6%,Medium,13.9621,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
121,Best Time to Buy and Sell Stock,"Array, Dynamic Programming",50.6%,Easy,48.3727,https://leetcode.com/problems/best-time-to-buy-and-sell-stock
124,Binary Tree Maximum Path Sum,"Tree, Depth-first Search",34.5%,Hard,4.82079,https://leetcode.com/problems/binary-tree-maximum-path-sum
127,Word Ladder,Breadth-first Search,29.9%,Medium,8.86141,https://leetcode.com/problems/word-ladder
133,Clone Graph,"Depth-first Search, Breadth-first Search, Graph",35.4%,Medium,6.7223,https://leetcode.com/problems/clone-graph
139,Word Break,Dynamic Programming,40.3%,Medium,10.8551,https://leetcode.com/problems/word-break
141,Linked List Cycle,"Linked List, Two Pointers",41.4%,Easy,12.0526,https://leetcode.com/problems/linked-list-cycle
