Id,Title,Tags,Acceptance,Difficulty,Frequency,Link
56,Merge Intervals,"Array, Sort",39.5%,Medium,0.198787,https://leetcode.com/problems/merge-intervals
123,Best Time to Buy and Sell Stock III,"Array, Dynamic Programming",38.6%,Hard,3.81923,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii
146,LRU Cache,Design,33.5%,Medium,1.70628,https://leetcode.com/problems/lru-cache
528,Random Pick with Weight,"Binary Search, Random",44.1%,Medium,0.979007,https://leetcode.com/problems/random-pick-with-weight
547,Friend Circles,"Depth-first Search, Union Find",58.9%,Medium,54.1881,https://leetcode.com/problems/friend-circles
710,Random Pick with Blacklist,"Hash Table, Binary Search, Sort, Random",32.5%,Hard,8.37618,https://leetcode.com/problems/random-pick-with-blacklist
1048,Longest String Chain,"Hash Table, Dynamic Programming",54.8%,Medium,100.0,https://leetcode.com/problems/longest-string-chain
1163,Last Substring in Lexicographical Order,"String, Suffix Array",34.6%,Hard,2.31628,https://leetcode.com/problems/last-substring-in-lexicographical-order
